"IDX","GSVD","GESV","RESV","GEEV","REEV"
 193, 1.21768012868204356e+00, 1.21768012868204356e+00, 0.00000000000000000e+00, 1.48274489578713964e+00, 7.24086491979384787e-15
 194, 1.21520304657390077e+00, 1.21520304657390144e+00, 5.48166676057278947e-16, 1.47671844440288269e+00, 1.32946389294641162e-13
 195, 1.21246135290288537e+00, 1.21246135290288515e+00,-1.83135408310879527e-16, 1.47006253228310069e+00, 1.88760026075896286e-15
 196, 1.21123236398335554e+00, 1.21123236398335554e+00, 0.00000000000000000e+00, 1.46708383956018196e+00,-1.79242331134104961e-13
 197, 1.21006557087452382e+00, 1.21006557087452382e+00, 0.00000000000000000e+00, 1.46425868581605423e+00, 5.70236144265268565e-14
 198, 1.20795612784075046e+00, 1.20795612784075002e+00,-3.67636869928283206e-16, 1.45915800678812313e+00, 3.55210276998212207e-14
 199, 1.20171314403316409e+00, 1.20171314403316454e+00, 3.69546769172899163e-16, 1.44411448054232783e+00, 8.85100600720770536e-14
 200, 1.19777017688950727e+00, 1.19777017688950749e+00, 1.85381644333188831e-16, 1.43465339664591007e+00,-3.99104593764386169e-15
 201, 1.19609854547173056e+00, 1.19609854547173033e+00,-1.85640728153765043e-16, 1.43065173047996264e+00, 1.30411161209831241e-13
 202, 1.19529987101805935e+00, 1.19529987101805935e+00, 0.00000000000000000e+00, 1.42874178165597088e+00, 6.35417101517825089e-14
